"","lpk","228.6","displacement","horsepower","weight","acceleration","year","origin","name"
"85",37.6645962732919,8,772.16,150,1544.85,19.32,70,1,"amc rebel sst"
"86",68.2670807453416,4,342.9,84,1136.25,25.76,82,1,"dodge aries se"
"87",42.3726708074534,6,589.28,100,1325.25,25.76,73,1,"amc hornet"
"88",58.8509316770186,4,355.6,75,1143.9,27.37,74,1,"chevrolet vega"
"89",32.9565217391304,8,807.72,150,1843.2,20.93,71,1,"plymouth fury iii"
"90",35.3105590062112,8,1089.66,198,1953.45,16.1,70,1,"ford galaxie 500"
"91",42.3726708074534,6,635,78,1608.3,33.81,76,1,"ford granada ghia"
"92",38.1354037267081,6,414.02,133,1534.5,25.438,78,2,"peugeot 604sl"
"93",74.1521739130435,4,248.92,68,920.25,29.785,77,3,"honda accord cvcc"
"94",63.5590062111801,4,246.38,60,825.3,30.59,71,2,"volkswagen model 111"
"95",62.6173913043478,8,889,105,1676.25,30.59,81,1,"oldsmobile cutlass ls"
"96",70.6211180124224,4,342.9,84,1073.25,20.769,81,1,"plymouth reliant"
"97",35.3105590062112,8,889,145,1836.9,20.93,73,1,"chevrolet monte carlo s"
"98",28.2484472049689,8,889,160,2005.2,21.735,72,1,"oldsmobile delta 88 royale"
"99",58.8509316770186,4,279.4,87,1202.4,28.175,70,2,"peugeot 504"
"100",63.5590062111801,4,246.38,88,958.5,23.345,70,3,"datsun pl510"
"101",76.0354037267081,4,246.38,67,929.25,28.658,81,3,"subaru"
"102",85.6869565217391,5,307.34,67,1327.5,32.039,80,2,"audi 5000s (diesel)"
"103",61.2049689440994,4,248.92,90,1019.25,24.955,73,2,"fiat 124 sport coupe"
"104",54.1428571428571,8,889,125,1755,28.014,79,1,"cadillac eldorado"
"105",30.6024844720497,8,807.72,150,1773,21.252,76,1,"plymouth volare premier v8"
"106",37.6645962732919,6,635,100,1475.1,28.98,73,1,"chevrolet nova custom"
"107",61.2049689440994,4,307.34,113,1005.3,20.125,70,2,"bmw 2002"
"108",35.3105590062112,8,972.82,170,1603.35,16.1,70,1,"dodge challenger se"
"109",41.195652173913,8,774.7,145,1746,20.125,77,1,"chevrolet caprice classic"
"110",47.551552795031,6,589.28,90,1469.25,29.302,79,1,"amc concord dl 6"
"111",28.2484472049689,8,972.82,180,2229.75,18.515,71,1,"dodge monaco (sw)"
"112",32.9565217391304,8,863.6,160,1624.05,12.88,70,1,"plymouth 'cuda 340"
"113",40.0186335403727,6,586.74,110,1758.15,33.81,75,1,"buick century"
"114",46.8453416149068,8,660.4,110,1514.25,24.955,78,1,"oldsmobile cutlass salon brougham"
"115",101.45900621118,4,228.6,48,893.25,34.615,78,2,"volkswagen rabbit custom diesel"
"116",56.2614906832298,4,302.26,97,1082.25,23.989,78,3,"datsun 200-sx"
"117",69.444099378882,4,248.92,68,960.75,26.726,78,3,"honda accord lx"
"118",61.2049689440994,4,200.66,67,883.35,24.955,74,2,"volkswagen dasher"
"119",30.6024844720497,8,891.54,158,1963.35,20.93,73,1,"ford ltd"
"120",47.0807453416149,6,589.28,100,1311.3,25.76,75,1,"amc gremlin"
"121",49.4347826086956,4,355.6,72,1080.45,31.395,73,1,"chevrolet vega"
"122",32.9565217391304,8,889,165,1894.05,19.32,71,1,"chevrolet impala"
"123",56.4968944099379,4,271.78,90,1093.5,23.345,70,2,"audi 100 ls"
"124",61.2049689440994,4,274.32,93,1075.95,24.955,74,3,"subaru"
"125",30.6024844720497,8,1016,190,1989.9,20.125,72,1,"chrysler newport royal"
"126",84.7453416149068,4,200.66,58,821.25,29.946,77,2,"renault 5 gtl"
"127",65.9130434782609,4,228.6,75,956.25,23.345,74,1,"dodge colt"
"128",44.7267080745342,6,589.28,100,1305.45,25.76,74,1,"amc hornet"
"129",54.1428571428571,4,292.1,95,1212.3,24.15,75,2,"audi 100ls"
"130",80.2726708074534,4,231.14,68,893.25,25.76,81,3,"mazda glc 4"
"131",58.8509316770186,4,228.6,71,1000.35,26.565,75,2,"volkswagen dasher"
"132",63.5590062111801,4,355.6,86,1255.5,25.116,82,1,"ford mustang gl"
"133",35.3105590062112,8,807.72,150,1860.75,21.735,72,1,"plymouth fury iii"
"134",49.4347826086956,4,304.8,87,1340.55,31.395,72,2,"peugeot 504 (sw)"
"135",87.0993788819876,4,215.9,65,888.75,31.234,81,3,"datsun 210 mpg"
"136",25.8944099378882,8,889,180,1648.8,17.71,73,1,"oldsmobile omega"
"137",47.0807453416149,6,396.24,122,1263.15,21.735,73,3,"toyota mark ii"
"138",51.7888198757764,6,589.28,112,1275.75,23.667,82,1,"ford granada l"
"139",44.7267080745342,4,307.34,112,1290.6,24.955,73,2,"volvo 144ea"
"140",56.4968944099379,4,302.26,97,1145.25,27.37,75,3,"datsun 710"
"141",71.7981366459627,4,248.92,63,922.95,27.37,77,1,"chevrolet chevette"
"142",64.5006211180124,4,307.34,80,1201.5,24.15,79,1,"amc spirit dl"
"143",78.860248447205,4,248.92,83,933.75,25.599,77,1,"dodge colt m/m"
"144",84.7453416149068,4,266.7,74,891,24.633,82,2,"volkswagen rabbit l"
"145",60.027950310559,4,309.88,96,1035,24.955,77,1,"plymouth arrow gs"
"146",48.4931677018634,6,571.5,110,1512,26.726,79,1,"dodge aspen 6"
"147",47.551552795031,6,508,88,1377,27.531,81,1,"ford granada gl"
"148",37.6645962732919,6,635,105,1753.65,29.785,75,1,"chevroelt chevelle malibu"
"149",32.9565217391304,8,1155.7,225,1991.25,16.1,70,1,"pontiac catalina"
"150",28.2484472049689,8,889,180,2024.55,20.125,73,1,"oldsmobile vista cruiser"
"151",75.0937888198758,4,226.06,71,866.25,22.54,79,2,"vw rabbit custom"
"152",42.3726708074534,3,177.8,90,955.8,21.735,73,3,"maxda rx3"
"153",87.0993788819876,4,302.26,92,1095.3,24.15,80,3,"datsun 510 hatchback"
"154",62.6173913043478,4,383.54,84,1185.75,26.404,81,1,"buick skylark"
"155",38.8416149068323,8,891.54,138,1779.75,21.252,79,1,"mercury grand marquis"
"156",82.3913043478261,4,182.88,69,725.85,28.98,71,3,"datsun 1200"
"157",96.0447204968944,4,215.9,65,949.5,30.912,80,3,"datsun 210"
"158",75.8,4,274.32,75,1019.25,24.472,80,3,"toyota corolla"
"159",49.4347826086956,6,393.7,107,1112.4,22.54,73,1,"mercury capri v6"
"160",47.0807453416149,4,330.2,102,1417.5,25.277,76,2,"volvo 245"
"161",48.2577639751553,6,586.74,105,1541.25,27.209,77,1,"buick skylark"
"162",77.2124223602484,4,198.12,52,893.25,31.234,78,3,"mazda glc deluxe"
"163",43.5496894409938,6,635,110,1640.25,26.082,76,1,"pontiac ventura sj"
"164",75.3291925465838,4,365.76,96,1199.25,22.379,82,3,"toyota celica gt"
"165",72.739751552795,4,266.7,75,1003.5,23.345,78,1,"dodge omni"
"166",43.5496894409938,6,635,98,1586.25,30.59,77,1,"ford granada"
"167",25.8944099378882,8,1089.66,208,2084.85,17.71,72,1,"mercury marquis"
"168",65.9130434782609,4,246.38,75,969.75,26.404,76,3,"toyota corolla"
"169",35.3105590062112,8,990.6,190,1732.5,13.685,70,1,"amc ambassador dpl"
"170",42.3726708074534,6,571.5,105,1625.85,26.565,74,1,"plymouth satellite sebring"
"171",42.3726708074534,6,635,105,1556.55,25.76,75,1,"chevrolet nova"
"172",89.4534161490683,4,231.14,67,897.75,26.082,82,3,"datsun 310 gx"
"173",75.5645962732919,4,248.92,70,954,24.955,80,1,"chevrolet chevette"
"174",49.4347826086956,6,586.74,110,1367.55,24.15,75,1,"buick skyhawk"
"175",74.8583850931677,4,215.9,65,909,30.912,79,3,"datsun 210"
"176",80.5080745341615,4,266.7,70,990,21.252,79,1,"plymouth horizon"
"177",68.2670807453416,4,246.38,75,976.95,25.76,75,3,"toyota corolla"
"178",54.1428571428571,4,304.8,88,1330.65,27.37,75,2,"peugeot 504"
"179",70.1503105590062,4,226.06,62,830.25,24.633,80,2,"vokswagen rabbit"
"180",75.3291925465838,4,210.82,61,901.35,30.59,74,3,"datsun 710"
"181",52.9658385093168,6,589.28,90,1388.25,28.336,76,1,"amc hornet"
"182",35.3105590062112,6,655.32,110,1678.5,30.59,75,1,"amc matador"
"183",25.8944099378882,8,1016,150,2248.65,22.54,73,1,"chevrolet impala"
"184",72.9751552795031,4,180.34,65,797.85,30.59,71,3,"toyota corolla 1200"
"185",32.9565217391304,8,807.72,150,1834.65,22.54,72,1,"plymouth satellite custom (sw)"
"186",35.3105590062112,8,889,165,1661.85,18.515,70,1,"buick skylark 320"
"187",54.1428571428571,4,309.88,86,999,22.54,71,1,"mercury capri 2000"
"188",58.8509316770186,6,459.74,110,1325.25,26.404,82,1,"buick century limited"
"189",47.0807453416149,6,502.92,95,1395.9,26.565,74,1,"plymouth duster"
"190",84.9807453416149,4,231.14,60,810,26.404,78,3,"honda civic cvcc"
"191",30.6024844720497,8,1016,175,2313,19.32,71,1,"pontiac safari (sw)"
"192",97.6925465838509,4,248.92,76,964.8,23.667,80,2,"vw rabbit"
"193",40.0186335403727,8,772.16,150,1652.4,18.515,72,1,"amc ambassador sst"
"194",47.551552795031,8,767.08,139,1606.5,20.608,78,1,"mercury monarch ghia"
"195",65.9130434782609,4,271.78,86,1108.8,24.955,76,2,"fiat 131"
"196",65.9130434782609,4,248.92,80,973.8,24.15,72,1,"dodge colt (sw)"
"197",30.6024844720497,8,889,150,2114.55,23.345,74,1,"buick century luxus (sw)"
"198",41.195652173913,8,807.72,140,1836,22.057,78,1,"dodge magnum xe"
"199",84.7453416149068,4,271.78,75,992.25,23.345,82,3,"honda accord"
"200",70.1503105590062,4,340.36,90,1219.95,24.955,80,3,"toyota corona liftback"
"201",70.3857142857143,4,248.92,65,1071,33.327,81,1,"ford escort 2h"
"202",47.0807453416149,4,246.38,88,1025.55,30.59,73,3,"toyota carina"
"203",44.7267080745342,6,396.24,108,1318.5,24.955,76,3,"toyota mark ii"
"204",30.6024844720497,8,1016,170,2135.7,19.32,71,1,"ford country squire (sw)"
"205",63.5590062111801,4,256.54,83,990.9,24.633,76,2,"renault 12tl"
"206",78.860248447205,4,383.54,90,1150.2,21.252,79,1,"pontiac phoenix"
"207",47.0807453416149,8,665.48,110,1449.45,21.735,75,1,"chevrolet monza 2+2"
"208",65.9130434782609,4,383.54,90,1205.1,26.565,80,1,"chevrolet citation"
"209",80.0372670807454,4,284.48,88,1077.75,28.98,82,1,"chevrolet cavalier 2-door"
"210",30.6024844720497,8,889,145,1794.6,20.93,73,1,"chevrolet malibu"
"211",44.7267080745342,4,304.8,88,1471.5,35.259,76,2,"peugeot 504"
"212",72.9751552795031,4,200.66,67,900,25.76,74,2,"fiat x1.9"
"213",72.9751552795031,4,231.14,68,886.5,28.336,82,3,"mazda glc custom"
"214",32.9565217391304,8,767.08,137,1818.9,23.345,73,1,"ford gran torino"
"215",42.3726708074534,8,807.72,150,1546.2,17.71,70,1,"plymouth satellite"
"216",87.0993788819876,4,231.14,68,911.25,29.302,82,3,"mazda glc custom l"
"217",56.4968944099379,4,287.02,95,1025.1,24.955,72,3,"toyota corona hardtop"
"218",30.6024844720497,8,1117.6,215,2130.75,17.71,73,1,"chrysler new yorker brougham"
"219",54.1428571428571,4,355.6,83,1187.55,27.37,75,1,"ford pinto"
"220",43.5496894409938,8,914.4,150,1773,20.93,79,1,"chrysler lebaron town @ country (sw)"
"221",65.9130434782609,4,294.64,90,955.35,22.54,71,2,"opel 1900"
"222",84.7453416149068,4,304.8,88,972,23.345,82,3,"nissan stanza xe"
"223",54.1428571428571,4,304.8,97,1127.7,23.345,72,3,"toyouta corona mark ii (sw)"
"224",60.027950310559,4,355.6,89,1239.75,25.438,77,1,"ford mustang ii 2+2"
"225",72.2689440993789,6,368.3,76,1422,31.556,81,2,"volvo diesel"
"226",58.8509316770186,4,287.02,95,1002.6,22.54,71,3,"toyota corona"
"227",37.6645962732919,8,807.72,150,2024.1,23.345,75,1,"plymouth grand fury"
"228",70.6211180124224,4,246.38,67,893.25,26.404,77,3,"subaru dl"
"229",72.9751552795031,4,200.66,67,877.5,30.59,74,3,"datsun b210"
"230",37.6645962732919,6,655.32,110,1634.4,28.98,74,1,"amc matador"
"231",44.7267080745342,6,635,88,1485.9,24.955,71,1,"ford torino 500"
"232",70.6211180124224,4,200.66,70,933.3,31.395,71,2,"peugeot 304"
"233",34.1335403726708,8,891.54,152,1896.75,20.608,76,1,"ford gran torino"
"234",77.6832298136646,4,231.14,53,807.75,28.014,76,3,"honda civic"
"235",44.7267080745342,6,589.28,100,1185.3,20.93,71,1,"amc gremlin"
"236",61.2049689440994,4,396.24,92,1163.25,23.345,82,1,"chrysler lebaron medallion"
"237",56.967701863354,6,370.84,120,1318.5,22.218,81,3,"datsun 810 maxima"
"238",42.6080745341615,6,655.32,120,1534.5,24.311,78,1,"amc concord d/l"
"239",48.2577639751553,6,571.5,100,1543.5,27.692,78,1,"plymouth volare"
"240",84.7453416149068,4,342.9,84,1066.5,20.93,82,1,"dodge charger 2.2"
"241",32.9565217391304,8,1016,175,2008.8,18.515,71,1,"pontiac catalina brougham"
"242",75.3291925465838,4,180.34,65,826.2,33.81,74,3,"toyota corolla 1200"
"243",32.9565217391304,8,891.54,148,2095.65,21.735,75,1,"ford ltd"
"244",82.6267080745342,4,205.74,60,792,25.921,81,3,"honda civic 1300"
"245",41.195652173913,6,655.32,95,1436.85,28.658,76,1,"amc pacer d/l"
"246",45.1975155279503,6,586.74,105,1590.75,30.912,78,1,"pontiac phoenix lj"
"247",79.3310559006211,4,271.78,75,994.5,23.184,81,3,"honda prelude"
"248",65.9130434782609,4,284.48,88,1172.25,31.556,82,1,"chevrolet cavalier"
"249",77.6832298136646,4,231.14,53,807.75,28.175,75,3,"honda civic cvcc"
"250",68.2670807453416,4,215.9,52,915.75,35.742,76,1,"chevrolet chevette"
"251",64.0298136645963,4,342.9,84,1120.5,25.277,81,1,"plymouth reliant"
"252",37.6645962732919,8,1016,180,1899,17.871,77,1,"pontiac grand prix lj"
"253",61.2049689440994,4,246.38,78,1035,23.345,74,2,"opel manta"
"254",59.7925465838509,5,464.82,77,1588.5,32.361,79,2,"mercedes benz 300d"
"255",51.7888198757764,6,571.5,100,1454.85,24.794,76,1,"plymouth valiant"
"256",32.9565217391304,8,772.16,150,1652.4,18.515,73,1,"amc matador"
"257",44.7267080745342,6,571.5,95,1468.8,25.76,75,1,"plymouth valiant custom"
"258",30.6024844720497,8,914.4,170,2094.3,20.93,73,1,"plymouth custom suburb"
"259",88.7472049689441,4,226.06,62,922.5,27.853,81,3,"toyota tercel"
"260",65.9130434782609,4,355.6,90,1018.8,24.955,71,1,"chevrolet vega 2300"
"261",21.1863354037267,8,772.16,193,2129.4,29.785,70,1,"hi 1200d"
"262",30.6024844720497,8,1016,150,2008.8,19.32,73,1,"chevrolet caprice classic"
"263",43.7850931677019,6,571.5,110,1629,30.107,78,1,"dodge aspen"
"264",42.3726708074534,6,571.5,95,1703.25,30.59,75,1,"plymouth fury"
"265",57.6739130434783,4,248.92,60,973.8,35.581,76,1,"chevrolet woody"
"266",77.6832298136646,4,266.7,74,985.5,22.862,81,2,"volkswagen jetta"
"267",89.4534161490683,4,231.14,67,884.25,24.15,82,3,"honda civic"
"268",63.5590062111801,4,246.38,88,945,26.565,72,3,"toyota corolla 1600 (sw)"
"269",70.6211180124224,4,281.94,80,969.75,23.828,77,1,"buick opel isuzu deluxe"
"270",32.9565217391304,8,807.72,150,1906.65,23.345,73,1,"plymouth fury gran sedan"
"271",40.0186335403727,8,767.08,140,1552.05,16.905,70,1,"ford torino"
"272",36.4875776397515,8,891.54,142,1824.3,23.023,79,1,"ford country squire (sw)"
"273",92.7490683229814,4,215.9,70,931.5,29.946,78,3,"datsun b210 gx"
"274",76.2708074534161,4,271.78,72,1030.5,27.37,80,3,"honda accord"
"275",32.9565217391304,8,772.16,150,1915.65,24.955,74,1,"amc matador (sw)"
"276",58.8509316770186,4,247.65,80,956.7,27.37,72,1,"dodge colt hardtop"
"277",104.990062111801,4,231.14,67,832.5,22.218,80,3,"honda civic 1500 gl"
"278",50.8472049689441,4,307.34,115,1257.75,25.277,78,2,"saab 99gle"
"279",61.2049689440994,4,248.92,79,1014.75,28.497,76,1,"dodge colt"
"280",41.195652173913,6,635,110,1584,26.404,77,1,"chevrolet concours"
"281",84.0391304347826,4,248.92,80,861.75,23.184,79,1,"dodge colt hatchback custom"
"282",35.3105590062112,8,1016,150,1692.45,15.295,70,1,"chevrolet monte carlo"
"283",35.3105590062112,6,635,100,1501.2,27.37,74,1,"chevrolet nova"
"284",39.7832298136646,8,889,155,1962,23.989,79,1,"buick estate wagon (sw)"
"285",56.4968944099379,4,355.6,92,1289.25,26.404,82,1,"ford fairmont futura"
"286",47.0807453416149,6,571.5,100,1642.95,28.497,76,1,"dodge aspen se"
"287",32.9565217391304,8,1016,175,1973.25,19.32,72,1,"pontiac catalina"
"288",47.7869565217391,5,332.74,103,1273.5,25.599,78,2,"audi 5000"
"289",82.3913043478261,4,309.88,88,1125,24.311,80,2,"triumph tr7 coupe"
"290",42.3726708074534,6,589.28,100,1255.05,24.15,73,1,"amc gremlin"
"291",32.9565217391304,8,891.54,153,1869.3,21.735,71,1,"ford galaxie 500"
"292",102.165217391304,4,228.6,48,1050.75,38.157,80,2,"vw dasher (diesel)"
"293",61.2049689440994,4,294.64,75,1010.7,22.54,74,2,"fiat 124 tc"
"294",57.2031055900621,4,383.54,90,1351.35,32.361,80,1,"amc concord"
"295",68.2670807453416,4,248.92,83,998.55,26.565,74,2,"audi fox"
"296",42.3726708074534,6,655.32,110,1332.9,21.735,71,1,"amc hornet sportabout (sw)"
"297",36.4875776397515,8,807.72,145,1863,22.057,77,1,"dodge monaco brougham"
"298",58.8509316770186,4,307.34,115,1201.95,21.735,75,2,"saab 99le"
"299",78.860248447205,4,215.9,70,875.25,27.048,77,3,"datsun f-10 hatchback"
"300",41.4310559006211,8,767.08,129,1676.25,21.574,79,1,"ford ltd landau"
"301",42.6080745341615,8,767.08,139,1442.25,18.032,78,1,"ford futura"
"302",62.3819875776397,4,355.6,72,1154.25,21.896,76,1,"ford pinto"
"303",40.0186335403727,8,660.4,110,1827,30.59,77,1,"oldsmobile cutlass supreme"
"304",37.6645962732919,8,807.72,150,1885.5,20.93,76,1,"dodge coronet brougham"
"305",61.2049689440994,4,246.38,46,825.75,33.005,70,2,"volkswagen 1131 deluxe sedan"
"306",57.6739130434783,4,383.54,88,1233,25.76,77,1,"pontiac sunbird coupe"
"307",55.3198757763975,6,439.42,110,1226.25,20.286,81,1,"chevrolet citation"
"308",28.2484472049689,8,1089.66,198,2228.4,18.515,73,1,"mercury marquis brougham"
"309",37.6645962732919,6,635,100,1701.45,27.37,74,1,"chevrolet chevelle malibu classic"
"310",42.3726708074534,6,505.46,97,1248.3,24.955,70,1,"amc hornet"
"311",42.3726708074534,8,779.78,130,1576.8,19.32,70,1,"chevrolet chevelle malibu"
"312",54.1428571428571,6,502.92,95,1306.8,25.76,73,1,"plymouth duster"
"313",56.2614906832298,8,660.4,90,1539,35.742,79,1,"oldsmobile cutlass salon brougham"
"314",46.6099378881988,6,508,85,1345.5,29.302,79,1,"mercury zephyr 6"
